epoch,learning_rate,stochastic,binary,which_data,outputlayer,this_training_loss,this_validation_loss,test_score
1,0.00999999977648,True,True,svhn,Logistic,0.13301369863013701,0.14000000000000001,0.15507692307692311
2,0.00999999977648,True,True,svhn,Logistic,0.08438356164383562,0.11534246575342463,0.12811538461538463
3,0.00999999977648,True,True,svhn,Logistic,0.054794520547945202,0.10904109589041096,0.12453846153846154
4,0.00999999977648,True,True,svhn,Logistic,0.033698630136986298,0.11287671232876713,0.12569230769230769
5,0.00999999977648,True,True,svhn,Logistic,0.01671232876712329,0.11000000000000001,0.12669230769230772
6,0.00999999977648,True,True,svhn,Logistic,0.0080821917808219183,0.10986301369863014,0.12507692307692309
7,0.00999999977648,True,True,svhn,Logistic,0.0027397260273972603,0.10315068493150684,0.11896153846153848
8,0.00999999977648,True,True,svhn,Logistic,0.00041095890410958901,0.1010958904109589,0.11873076923076925
9,0.00999999977648,True,True,svhn,Logistic,0.0,0.10027397260273972,0.11530769230769232
10,0.00999999977648,True,True,svhn,Logistic,0.0,0.1010958904109589,0.11573076923076925
11,0.00999999977648,True,True,svhn,Logistic,0.0,0.10082191780821917,0.11569230769230772
12,0.00999999977648,True,True,svhn,Logistic,0.0,0.10109589041095889,0.11592307692307692
13,0.00999999977648,True,True,svhn,Logistic,0.0,0.10041095890410957,0.11580769230769231
14,0.00999999977648,True,True,svhn,Logistic,0.0,0.10054794520547945,0.11580769230769232
15,0.00999999977648,True,True,svhn,Logistic,0.0,0.10082191780821917,0.11584615384615386
